$FREE $FREE 1/15/14. Description inside GLTA Follw me at Twitter: Jimmyjgo   Stocktwits: Jimmyjgo http://stks.co/h0AR7,Bullish
$REGN NICE!,Bullish
$LULU Long today,Bullish
$DDD $87 here we come!,Bearish
$DDD The fact that DDD has transformation technology won&#39;t ever make you money. Remember that,Bearish
$HLF offers much better risk reward than $NUS despite of all Ackman drama. So upward revision will definitely help HLF,Bullish
$HLF offers much better risk reward than $NUS despite of all Ackman drama. So upward revision will definitely help HLF,Bullish
$PAY Great stock to own in 2014. Security will be more tighten after $TGT breach,Bullish
$EXPE will go lower. Most of its traffic are coming from search engine. 25% is a huge blow,Bearish
$FRO has significant leverage continued improvement in day rates will enable them to successfully manage their balance sheet,Bullish
$FRO has significant leverage continued improvement in day rates will enable them to successfully manage their balance sheet,Bullish
"$PAY Great to add more shares. High-reward, low-risk long idea for this stock",Bullish
"$AAPL Record iPhone and iPad sales, as well as a crushing Mac number when PC was considered dieing. Competition is not fully there",Bullish
"@BeyondPale It&#39;s just their quarter guidance.... Results will be out on Jan 24. 
Long $AAPL",Bullish
"@lionking $AAPL has enough cash on hand to increase the dividend, keep buying back more shares amf buyout who ever they Want!! Long $AAPL",Bullish
$MA,Bullish
$AAPL,Bullish
$TSLA,Bullish
$MA I&#39;m see this as an opportunity to buy on the dip!! Long $MA and $V,Bullish
$TSLA,Bullish
$CACI,Bullish
$AAL,Bullish
@Afortyyearold That&#39;s why I own $AAPL!! It is about to go higher shortly and longer term will continue to go higher!! Long $TSLA $AAPL$AAL,Bullish
@Dasher @GM It had to be done. They had to restructure and take losses to grow and be a better company with better products! Long $GM,Bullish
$KORS,Bullish
$AAPL,Bullish
$TSLA will be over $200 after earnings!  Long $TSLA,Bullish
$GM,Bullish
$FB,Bullish
$TSLA,Bullish
$GLD And $SLV gold and silver breaking out tonight! Tomorrow might be really big! 2014 starts with a bounce from being oversold!,Bullish
$LNKD going to fall like $ANGI just did...,Bearish
$AAPL and $LNKD here we go down! This market I think is in trouble here!,Bearish
"$LNKD maybe some more insiders could sell, Nah! Not possible because they all have been selling non stop for three years straight!",Bearish
"$LNKD Loaded $200 puts for about .30 average, I think she is under $200 by tomorrow!",Bearish
"$LNKD a momentum growth stock with an Enormous multiple that has slowing growth, GL being long!",Bearish
"$AAPL Look at the Chart, looks obvious to me she is at minimum heading down to test $540...",Bearish
"$LNKD Turning nice and red here, I want that $200 test bad!",Bearish
"$LNKD failed at the 200 day MA yet again, I say the next move is lower, especially with the QQQ&#39;s looking so weak!",Bearish
"@Phidme I really dislike $STSI and hope the SEC steps in soon and shuts her down, The Nasdaq should be delisting her once &gt;$1 shortly...",Bearish
"$QQQ i couldn&#39;t be anymore short this market, I have Puts in $LVS $IBM $CAT $NUS $STSI and $MGM, it&#39;s not 2013 anymore Dorothy!",Bearish
"$QQQ i couldn&#39;t be anymore short this market, I have Puts in $LVS $IBM $CAT $NUS $STSI and $MGM, it&#39;s not 2013 anymore Dorothy!",Bearish
"$BTU $WLT all the $KOL coals are in serious trouble here if China continues down, I don&#39;t see a rebound for Coal in 2014 either...",Bearish
$MGM the register continues to be rung near $24...,Bearish
"$CAT $IBM $LVS $MGM $STSI $NUS $QQQ short them, short them all! 2014 is in the Danger Zone!",Bearish
"$CAT $IBM $LVS $MGM $STSI $NUS $QQQ short them, short them all! 2014 is in the Danger Zone!",Bearish
"$QQQ $SPY the buy every dip mentality is officially over, Welcome to a new game for 2014!",Bearish
"$TLT something is not right here, the 10 year should be heading up if all is well with $SPY $QQQ, something not adding up here...",Bearish
@spam0cal I&#39;m short everything but $NFLX damn it! $CAT $LVS $IBM $BTU all look like excellent shorts to me!,Bearish
@spam0cal I&#39;m short everything but $NFLX damn it! $CAT $LVS $IBM $BTU all look like excellent shorts to me!,Bearish
"@spam0cal See how $CAT is acting here, CAT is definitley a China play, CAT is rolling over here too... $SPY will roll over next imo!",Bearish
$UNG come on Widowmaker punish all Longs!,Bearish
$UNG new LOD...,Bearish
"$BTU Under $18 is a Dnager Zone here, $WLT yet another dowgrade this am...",Bearish
"@soopy9 Nat Gas handled the coldest stretch in years and held, sign of plenty of inventory, why be long? $UNG",Bearish
@soopy9 $UNG even more obvious now!,Bearish
"$QQQ $SPY here we go, Trouble coming today!",Bearish
"$QQQ $SPY here we go, Trouble coming today!",Bearish
"$STSI CC tomorrow, wouldn&#39;t be surprised to see the rug completely pulled out from under shareholders!",Bearish
$TWC come on $140 by Friday...,Bullish
$TWC come on $140 by Friday...,Bullish
$HAL somebody nailed next week&#39;s Jan $52 calls at the open...,Bullish
"$HAL unusual that HAL is the only Green one of the bunch, sombody knows something buying all thse short term Bullish option plays! $SLB $OIH",Bullish
"@smarterthanyou Yep $HAL I mentioned that $52 action earlier today, all at the ask too...",Bullish
"$SLB through the 50 day MA, going to retest the recent highs into earnings on Friday!",Bullish
"$STSI Falling hard now, this is a .10 stock imo!",Bearish
$HLF Ackman was right it&#39;s just China that will shutdown MLM&#39;s! Ironic! $NUS,Bearish
$HAL Goldman recommends holding $HAL and $SLB into Earnings! I like it! $52 calls one day left Do It!,Bullish
"$HAL sure is a lot of call action again today, $SLB Blow earnings out must be coming and I think smart money is buying $HAL calls to play it",Bullish
"$HLF $NUS keep an eye on $TUP too, looks like they are starting to sell her too, even it&#39;s not an MLM in China...",Bearish
"$HLF and $NUS why hold these garbage companies over the long weekend, just Stupid imo!",Bearish
"$HLF $NUS once China declares them Illegal, other countries will follow, ie the US, be smart it&#39;s time to get very short!",Bearish
"$HLF Longs better take this serious, I think its game over this time, smart money always knew in the long run Ackman would be right!",Bearish
$HLF $NUS who wants to be long over the Weekend? I look for another Unloading today! Just Watch!,Bearish
"$HLF Ackman&#39;s trade on $GGP is the greatest trade I&#39;ve ever seen, $HLF will be #2 on the list imo...",Bearish
"$HLF Longs are waving the White Flag, sell now before she is back down to $50 next week... Icahn will sell!",Bearish
"$HLF Longs are waving the White Flag, sell now before she is back down to $50 next week... Icahn will sell!",Bearish
$HLF Bounces will be instantly Sold!,Bearish
"@JeffMayer Have you been Brainwashed by a $NUS or $HLF representative too, like the Chinese daily claims?",Bearish
"$SLM nice cal $GS, Unlock value my ass, looks more like it might collapse the dark side of the business!",Bearish
"$AAPL Icahn buys in front of Earnings, for a reason, don&#39;t be stupid...",Bullish
"$HLF morons on CNBC, yeah Carl loves HLF lower and a senator calling for an investigation, do you know how stupid that just sounded!",Bearish
"$STSI Newsweek Article, the Funny Money behind... http://stks.co/d09Zn",Bearish
"$LULU I think $UA earnings are going to be seen as a negative today, LULU in a downward Spiral and still overvalued!",Bearish
"$AAPL Volume picking up too, 200 day MA is very possible today IMO! $481.16!!!",Bearish
$LULU looking very weak $45 may not hold...,Bearish
$AAPL Broke uptrend channel started last July.  If this fails to hold 545 it could go to 520.,Bullish
$TWTR - GS is probably scaling out of their long TWTR from Friday..I would not be surprised if they would even go short..Crooks..,Bearish
$TWTR Good reading...http://www.sec.gov/Archives/edgar/data/1418091/000119312513431301/d564001d424b4.htm#toc564001_1,Bearish
"$AMRN New patent issued today: &quot;8,623,406 Stable pharmaceutical composition and methods of using same.&quot; http://stks.co/i080g â€¦ On a roll.",Bullish
"$CLDX Bios not an area where you want to place your shorts, this one could easily rocket higher with new data, stay nimble!",Bullish
"$SSN , up in after hours,reporting on those new Wells should be soon,and Rep. Senaters, pushing for XL Pipeline  per news, ......GOOD NEWS..",Bullish
$TXT Bull Flag in play! http://stks.co/f07EC,Bullish
$RNN Ichimoku Cloud says up we go,Bullish
$RNN big lots again on the Bid,Bullish
@jefmeister $RNN they are not purchasing that much for it to go up 0.10.,Bullish
$IPCI holding on,Bullish
$PPHM RECEIVES FDA FAST TRACK DESIGNATION FOR ITS IMMUNOTHERAPY BAVITUXIMAB AS A POTENTIAL TREATMENT OF 2nd-LINE NON-SMALL CELL LUNG CANCER,Bullish
"$STRI SAYS ENTERED INTO A CONTRACT MANUFACTURING AGREEMENT WITH FEIYU, A CHINESE SOLAR ENCAPSULANT MANUFACTURER",Bullish
$CYTR  INITIATES PHASE 2 CLINICAL TRIAL WITH ALDOXORUBICIN FOR FIRST-LINE TREATMENT OF AIDS-RELATED KAPOSI&#39;S SARCOMA CYTR.O - RTRS,Bullish
$AAPL $560 EOD,Bullish
$NQ Pop attempting,Bullish
$IPCI whoop whoop! been sitting on this since the low 3s in early December. It still has a lot of potential.,Bullish
$GLUU i think it will move now again to 4.20,Bullish
$GLUU At â€ª#â€ŽCES2014â€¬? Swing by the Sony booth to get an early look at â€ª#â€ŽRoboCopâ€¬: The Official Game on Sonyâ€™s newest devices! glu posted FB,Bullish
$GLUU we will run in 10 minutes max :),Bullish
$GLUU before ER it will be higher than 5,Bullish
$FAS Holding in there just fine.,Bullish
$CELG In $165 calls again.  This time at 0.87c.  50 of them.  Double bottom.  http://stks.co/rpQG,Bullish
$RNN Company is initiating phase 2b.  You don&#39;t initiate unless you had good results before!,Bullish
"$GALE Well, $7 OPEX makes sense.  Next stop, $5.... Options chain doesn&#39;t lie.  FEB 22.. http://stks.co/c07U2",Bearish
$EGHT - I don&#39;t Believe Zacks Ratings.. example $FU. $EGHT is solid company with Strong balance sheet &amp; growth.. Load it for profits...,Bullish
Number of $FB users is expected to rise as more people in emerging economies go online via mobile. $FB may reach 2 billion users.india/china,Bullish
$HEB very nice http://stks.co/e08XS,Bullish
@naturalbeauti $RAD Thx. for good news.,Bullish
"$AVNR &quot;Houston,we have No problem&quot;.....ready for take off",Bullish
$AAPL BTO AAPL Feb14 500 Put,Bearish
$AAPL smackdown,Bearish
$ARIA  New money from Mutual funds... Evryone knows it&#39;s going up,Bullish
$AAPL With Carl and blackrock buying  still down loving my short !!!!,Bearish
$RNN Glad AH is finally over... BUY? SELL? DONTKNOW?... My Brain is Tired... Holding Long,Bullish
"$RNN THE NEW 38-40 RANGE has been detected, it is now 103-107 range. but when she pops... STAND BACK.. I&#39;m all inn this one Ditto $ELTP IMHO",Bullish
"$INO INO Tri-Breakout &amp; Flag update,. Negatives = flag failure; Positives = Gap fill with RSI reset.  http://stks.co/royP",Bullish
$AAPL &quot;Apple&#39;s Angela Ahrendts: &#39;Wicked smart&#39; and empathetic too&quot; http://stks.co/qpis,Bullish
$AAPL Little update: weekly MACD has turned back positive after today&#39;s action so far.,Bullish
$DRWI in at 1.50. let&#39;s see,Bullish
$GE $CLB $BA $NOC four pillar foundation of my folio. $GE can stay here all month and I will nibble and nibble and nibble.,Bullish
"&quot;@RobertinGatos: &quot;@BGBB: $AAPL/ Transiting Korea KE gate to China See 80% Iphone, IPad Mac no SamsungTHX!&quot;/ Following the $AAPL money trail",Bullish
&quot;@RobertinGatos: Ichan is at least buying. Too bad TC and Oppe are not better marketeers for $AAPL&quot; / MARCH share holder Mtg. Be early 6am,Bullish
$LIVE bought the dip #papertrade ding ding round two!  Holding LONG,Bullish
"Just when I said I&#39;d go long on $LIVE I didn&#39;t... pumped and dumped, took some nice meat. #wheresthebeef Time for re-entry.",Bullish
$ARIA is on a nice little run #abouttime #pop,Bullish
$ARIA $WYY yawn... are we there yet?  #boring #patienceisavirtue #gottastopwatchingthecharts,Bullish
@Toqeer @MrPatrickBateman You might be surprised... this consolidation all day gets a lot of attention from those looking for breakouts $RNN,Bullish
$RNN all BUYS rating on stockta http://stks.co/qrxf awesome consolidation today,Bullish
"@rsarno $LIVE is going to be a huge competition to $GRPN and Living Social, no need to pay online or print vouchers to get restaurant deals.",Bullish
"$ABTL up 4.94% today, my bad. my platform is giving me bad info",Bullish
$GALE volume is looking good!,Bullish
$ARMH looks like a safe play on a 7-14 day swing trade.  Maybe 4-6% gains in the next week. Lots of gap to fill back to $55. $AAPL Thoughts?,Bullish
$CNAT this one is soooo primed and ready for a breakout. I&#39;m in like flynn at $11.20 holding at least until tomorrow. Also in on $TWTR 62.56,Bullish
$ARIA it ain&#39;t over til the fat lady rings the bell at 4pm eastern,Bullish
"$ARIA don&#39;t let her shake you out, you will regret it later",Bullish
$ARIA coilage consolidationage then boomage northage,Bullish
$ARIA machines joined the fun?,Bullish
"$UNXL @Michaelgiba Guess I better start hitting the Bullish button. But if that&#39;s all they have to show for all that trolling tday, I&#39;m cool",Bullish
"$ANTH This no news when It was supposed to come out last month sucks, but I have seen this happen before with kerx then exploded.",Bullish
$VRNG spoke to cliff there was a settlement mtg last nite but no news,Bullish
$PLUG Big investors waiting till later. This is long good news. Theyre going to wait till you all sell first and grab in AH,Bullish
$BGMD @Sven_M Nothing like a Bull Market I always.,Bullish
$BGMD @vipersgotit Can&#39;t argue the fact that they have a marketable product that is very useful. Plus..Bal Sheet is improving.!,Bullish
$BGMD This means that eff. Jan 01/14 they can charge almost 100% more per procedure. Look for major Rev increase in 2014.,Bullish
$BGMD Galectin-3 blood test is a very useful diagnostic procedure.,Bullish
$BGMD Improving Balance Sheet will make this baby rock!! Way more potential IMHO.,Bullish
$UNXL JTOUCH will prchs the output of touch sensor film that will be prodcd by a Kingsbury mfging facility @ Eastman Bsnss Park in Rochester,Bullish
$UNXL The way I read the NR..Jtouch &amp; Kingsbury will be using $UNXL&#39;s tech @ Kodak/UNXL&#39;s Rochester mfng facility.,Bullish
$UNXL @Dark_Star So will I. LoL,Bullish
$UNXL Spoke to Kodak IR this aftn.They stated that they are partnered with a # of tchnlogies.Jtouch being 1 of many. $UNXL is a valued prtnr,Bullish
$UNXL Spoke to Kodak IR this aftn.They stated that they are partnered with a # of tchnlogies.Jtouch being 1 of many. $UNXL is a valued prtnr,Bullish
$TPH I will make a prediction ...keep ur eyes open and watch for a big block trade. That&#39;s my guess.,Bullish
$TPH I will make a prediction ...keep ur eyes open and watch for a big block trade. That&#39;s my guess.,Bullish
$LQDT @Stock_Hunter Always a good idea to preserve capital.,Bullish
$TPH @Centrifugal Nos vemos mÃ¡s tarde. No dejes que la puerta te golpee en la parte posterior de su salida...JaJaJa !,Bullish
$BGMD @WhatTheETF  Q1 results will better reflect the incr&#39;d REV attribtd from gain from the prcedur cost of the Cos galectin-3 blood test.,Bullish
$BGMD Q4 = mid March..........Q1 = early May Aproximate.,Bullish
$OSTK Bot at the low this a.m,Bullish
$AVO.ca Avigilon target raised to $50 (from $30) at CIBC,Bullish
$ATHM momentum will just take a little more time.,Bullish
"$ARIA Added another 10k to position. Avg. @ 7 dollars &amp; Bought 15 may &#39;17, $8, call options",Bullish
$SSYS JUST LOOK AT CHARTS. A little dip is Completely normal. Buy now or pull your hair out later,Bullish
"$PLUG deja vu; this news looks familiar, that&#39;s ok, recycle the news for more $, i&#39;m cool with that",Bullish
$PLUG buy the rumor sell the news... so are people holding after CC?,Bullish
$F here comes our afternoon friend with their 60-100k bid size,Bullish
"$LULU wow, we were all right for once",Bullish
"$VRNG people who have to wait until the billion dollars hits vringo&#39;s bank account will never succeed in investing, that&#39;s not investing",Bullish
"$SLV Time to buy calls on this? Thinking about it tomorrow, especially if we fill gap from today.",Bullish
"$TWTR Back in puts on this. Cannot see this climbing much higher, huge dilution down the road. Why buy high now?",Bearish
$TWTR This bird is cooked.,Bearish
$TWTR This bird is cooked.,Bearish
$TWTR Not a lot of support underneath $55.,Bearish
$TWTR Puts will be good at $60 but not sure on this weeks options. LOTS of overhead supply above that level of longs that want OUT!,Bearish
$EXK Bought $5 Feb Calls.,Bullish
$SLV Bought March $19 calls. Should be safe.,Bullish
$VRNG When we get 2000 followers here we make 10$$PPS,Bullish
$ARIA I still think this stock is under value I sold out at 9.50 bought it at 6.73. I will buy when it begins to move towards 8.30.,Bullish
$TSLA Chiese market will take it to $250 easily. My Chiese friends are all drolling about TSLA. Bee surprised to see how many they can sell,Bullish
$AAPL Time to get the eash money,Bullish
$TSLA One day one supercharger station. What a work!,Bullish
$TSO same ol&#39; same ol&#39;... bought more... this consolidation is very frustrating.,Bullish
$TSO Oops Forgot Chart: Unusual Call Volume for Refiners across the board http://stks.co/qpzB http://stks.co/j08FH,Bullish
@FlightCharts so is Valero $VLO... VLO and MPC are now valued about 20% higher if you compare their P/Es. Sign of things to come for TSO.,Bullish
$EEM $BKF $XLU $IYR... interest rate sensitive sectors getting a big boost today. Relief rally. BRICs remain the most undervalued mkts IMO,Bullish
$IBM... taking a chance on a February 195 calls.,Bullish
$DDD looks poised to retrace the gap-down from 84,Bullish
$MSTX We&#39;ve got a runner here!!!! Long 15k @ .74...I expect gap up and run more tomorrow..,Bullish
$MSTX out at .98 for $2.5k...the next one is $CVM?,Bullish
$RNN $INO $MSTX $CHTP Guys keep an eye on $IPCI getting volume here about to break out looks like...,Bullish
$TSLA You mess with the MUSK you&#39;ll get the TUSK...,Bullish
$RNN $ARIA $AMRN $MSTX $GALE Keep an eye on $IPCI guys...we&#39;ve got a runner today..could really breakout soon.,Bullish
$RNN $ARIA $AMRN $MSTX $GALE Keep an eye on $IPCI guys...we&#39;ve got a runner today..could really breakout soon.,Bullish
$INO Not only are they covering...but I&#39;ll bet you they will reverse position and go LONG now..only propelling the stock more. Patience :),Bullish
Positions into the weekend $INO $DCTH $CVM $APP...Watching next week for scalp/swing $SLV $BBY $AMD $RNN $PSTI(data)...HAGW everyone :),Bullish
"$DCTH Nice article about Delcath Systems from SA yesterday...glad Im holding this, I expect more upside next week...held VERY well on Friday",Bullish
Watchlist for Tuesday Jan. 21st - $INO (breakout) $DCTH (bottom) $SLV (bottom) $AMD (big ER) $PSTI (big data) $HAL (ER) $BBY (wait 4 bottom),Bullish
Watchlist for Tuesday Jan. 21st - $INO (breakout) $DCTH (bottom) $SLV (bottom) $AMD (big ER) $PSTI (big data) $HAL (ER) $BBY (wait 4 bottom),Bullish
Holding $INO $FITX (pot breakout today) $CVM (re-entered looking for $1 breakout) - Watching $DCTH $RNN $KOOL $ELTP $PRAN $SLV etc,Bullish
Holding $INO $FITX (pot breakout today) $CVM (re-entered looking for $1 breakout) - Watching $DCTH $RNN $KOOL $ELTP $PRAN $SLV etc,Bullish
"$INO Take note on all the people who were &quot;bored&quot; of this stock yesterday, and &quot;nothing until spring&quot;, BLAH BLAH BLAH...avoid that noise.",Bullish
$INO Waitin for spring or waitin for bigger dips will cost you big time in the long run..take @moneyinc365 for example..Timing this you LOSE,Bullish
Current Long - $INO (breakout/data/undervalued) $AAPL (ER/Undervalued) $FITX (Momo/partner/license) - Watching $RNN $DMND $SLV $EWW $CVM etc,Bullish
Current Long - $INO (breakout/data/undervalued) $AAPL (ER/Undervalued) $FITX (Momo/partner/license) - Watching $RNN $DMND $SLV $EWW $CVM etc,Bullish
$FB Cramer just made me throw up in my mouth...,Bearish
"Purchased these stocks for my parents portfolio in 2013, check my performance - $INO $UA $S $SNE $AMD $SWHC - All big winners. DD = Success",Bullish
"Purchased these stocks for my parents portfolio in 2013, check my performance - $INO $UA $S $SNE $AMD $SWHC - All big winners. DD = Success",Bullish
$IMRS Should touch $2 easily and possibly move  past,Bullish
$IMRS on the way back to $3,Bullish
$IMRS is running $gale $cprx $appy $abcd $qcor $isrg $,Bullish
"$IMRS someone knows of great news, vol is most its been in a year",Bullish
$OXBT Looks like it could move well past $8 and possibly test $11+ high in November,Bullish
$OXBT lots of accumulation over the past week or so...feel something big brewing,Bullish
$RNN Thinking about getting in Monday but can&#39;t this face delisting for being under a buck for so long??,Bullish
$RNN something&#39;s going to be announced! Get in while it&#39;s still low! $1 soon,Bullish
$RNN volume speaks my friends. Huge volume for the past week! Something is going to be announced soon.,Bullish
"$RNN those that are selling should sell and get out, if you have cash on hand buy more. 1pm you&#39;ll be glad you did.",Bullish
$RNN this is the big boys bringing the price down before a big announcement. Seen it many times.,Bullish
$SINA plus another green day today and $SINA would be looking a bit parabolic on the chart. Need to stick to the trendline. Still bullish,Bullish
$SINA $85.20-$85.30......old resistance = new support. If we break below 85 I&#39;ll be concerned though. I think this is a good entry point.,Bullish
$DDD will see 80 for sure.....possibly into 70&#39;s,Bearish
$BBRY Whitehouse cancels order,Bearish
$ZBB fair price 2 buy soon,Bullish
$KNDI Powered back Tuesday from 10.85 and almost hit 12.  Very bullish. Close 11.80. That &#39;gap fill&#39; might be done - no one knows for sure,Bullish
$KNDI WTF? BOOM!  Where did that come from! That looks good for tomorrow.,Bullish
"For only $KNDI DD join here.  http://stks.co/f083s .  Up to date, quick &amp; fast. 920 Members some of have been holding since 3.",Bullish
&quot;@a5hi: $KNDI pps  could surpass $TSLA within 2 yrs.&quot; http://stks.co/e05tS Yes it could happen.,Bullish
$KNDI Downward channel support has increased almost everyday. 11.50/11.95/12.30/12.50/12.80...13.30 could be new support soon.,Bullish
"KNDI China Dec. EV Prod #s out. KNDI-Geely captures 42% of all EVs with 2,618 for Dec. Alone. Google Translate. http://stks.co/j09gS $TM",Bullish
"$KNDI China Dec. EV Prod #s out. KNDI-Geely captures 42% of all EVs with 2,618 for Dec. Alone. Google Translate. http://stks.co/b06Hx",Bullish
$KNDI BREAKING 15 and shoe goes OFF!!!!,Bullish
$NEON Slow break down but effective.,Bearish
@petetrade $KNDI you know that is what I think. This 20DMA stuff has not happened yet for traders and they continue to chase.,Bullish
$KNDI Has not touched 13DMA thus 20 DMA since Dec. 5.  Check the charts.  What tomorrow brings no one knows.,Bullish
$KNDI All the information you need is there - this is the buying opportunity.,Bullish
@luvngspnful $KNDI Change of ownership brings Shanghai into play - where there JV partner &amp; the owners of Volvo - Geely is based.,Bullish
$KNDI Charts have a $18.00 PT on this - short term!  .  .  . Crazed market.,Bullish
$KNDI http://stks.co/pvMr http://stks.co/tv3T http://stks.co/pvMs Your DD follow the numbers. This goes much higher.,Bullish
&quot;@Jeff12406: $KNDI http://stks.co/tvGc&quot; TSLA not included in large China EV Subsidies in Beijing.,Bullish
$KNDI Reason for pause for shorts - could not get it under 12.10 on a low volume day???   Explosive moves ahead on volume days?,Bullish
$KNDI http://stks.co/pwEc $TSLA not included in large China EV Subsidies in Beijing.,Bullish
$KO Nice bounce from trend line. Might be a good short term play (a week max)  http://stks.co/prsS,Bullish
$BAC BOOM !!!!!!!!!!,Bullish
$BAC Add more 15.05,Bullish
$AMBA Showing strength on weak market,Bullish
$TMUS is making changes and others are dying because of this; they are scared! LONG - Pull backs are healthy and essential,Bullish
$TMUS a takeover bid will have to carry a premium! The stock by itself will certainly make it above $40. So draw your conclusion,Bullish
$VRNG  Obama to mention $VRNG v $GOOG in his speech tonight...,Bullish
$VRNG @JustinGiles are you holding today?,Bullish
$VRNG @JustinGiles are you holding today?,Bullish
$PCLN trading below 50 dma,Bearish
&quot;@financialtrader: $BIDU broken..your death cross coming up.. hard to long this name&quot;,Bearish
$AAPL huge green spike on the 5-min chart,Bullish
$SPY Next stop 180ish then its down to the 171-173 area !!,Bearish
$BBRY Just installed BB Link 1.2.2beta. MUCH faster startup and device recognition. Way to go BB $BB.CA,Bullish
$BBRY First Foxconn built BlackBerry could debut at Mobile World Congress http://stks.co/j0Crm,Bullish
$RNN pump n dump,Bearish
Loving the $ADHD and $BLUE from here,Bullish
$GLW Long on Corning. Big fan of the company and the stock. I&#39;m curious to see how 2014 will boost them.,Bullish
"$SIGM lots of potential. no position,... yet. hit that 200ma. http://stks.co/b0609",Bullish
$SPEX LT hold time :),Bearish
$TWTR Google&#39;s Biggest Threat in 2014: Facebook and Twitter. http://stks.co/soFq,Bullish
"$TWTR $FB 18% of online adults use Twitter, up from 16% a year ago. http://stks.co/g06ra",Bullish
"$TWTR In 2013, 80% or 4 out of 5 world leaders were using Twitter. http://stks.co/a03MZ",Bullish
$TWTR When millions of people wake up this morning and see twitter is up again they will buy the stock and many of them will wish they had.,Bullish
$TWTR Twitter stock reminds me of when I first tasted ice cream I wanted more and more and more!,Bullish
"$WYY trying to decide what to sell, just so i can buy this.",Bullish
$LNKD No Vol. P/E over 1000 1/3 short position,Bearish
